STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2017 November,White granulated sugar per 1 kg,Euro,1.311
National Average Price,2017 November,Jam per lb,Euro,1.204
National Average Price,2017 November,Marmalade per lb,Euro,1.909
National Average Price,2017 November,Tea bags per 80,Euro,2.731
National Average Price,2017 November,Orange juice per litre,Euro,1.408
National Average Price,2017 November,Whiskey - take home (70cl bottle),Euro,22.629
National Average Price,2017 November,Brandy - take home (70cl bottle),Euro,28.568
National Average Price,2017 November,Vodka - take home (70cl bottle),Euro,18.849
National Average Price,2017 November,Cream liqueur - take home (70cl bottle),Euro,14.172
National Average Price,2017 November,Wine - take home (75cl bottle),Euro,
National Average Price,2017 November,Cider - take home (50cl can),Euro,2.063
National Average Price,2017 November,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 November,Lager - take home (50cl can),Euro,1.973
National Average Price,2017 November,Stout - take home (50cl can),Euro,2.258
National Average Price,2017 November,Filtered cigarettes per 20 pk,Euro,11.851
National Average Price,2017 November,Stout - draught bar (1 pint),Euro,4.483
National Average Price,2017 November,Lager - draught bar (1 pint),Euro,4.872
National Average Price,2017 November,Lager - bar (33cl bottle),Euro,4.792
National Average Price,2017 November,Cider - draught bar (1 pint),Euro,4.945
National Average Price,2017 November,Ale - draught bar (1 pint),Euro,4.534
National Average Price,2017 November,Cider - bar (33cl bottle),Euro,4.941
National Average Price,2017 November,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.467
National Average Price,2017 November,Whiskey - bar (single) per ½ glass,Euro,4.296
National Average Price,2017 November,Brandy - bar (single) per ½ glass,Euro,4.76
National Average Price,2017 November,Vodka - bar (single) per ½ glass,Euro,4.33
National Average Price,2017 November,Wine - bar (187ml bottle),Euro,
National Average Price,2017 November,Diesel per litre,Euro,1.267
National Average Price,2017 November,Petrol - unleaded per litre,Euro,1.379
National Average Price,2017 November,Cinema fee,Euro,9.691
National Average Price,2017 November,Nightclubs fee,Euro,9.078
National Average Price,2017 November,Gent's dry cut fee,Euro,12.338
National Average Price,2017 November,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 November,"Ladies' wash, cut and blow dry fee",Euro,39.223
National Average Price,2017 December,"White, self raising flour per 2 kg",Euro,2.21
National Average Price,2017 December,"Brown, wholemeal flour per 2 kg",Euro,2.836
National Average Price,2017 December,"Bread, white sliced pan, large (800g)",Euro,1.268
National Average Price,2017 December,"Bread, brown sliced pan, large (800g)",Euro,1.409
National Average Price,2017 December,Spaghetti per 500g,Euro,1.069
National Average Price,2017 December,Sirloin steak per kg,Euro,15.117
National Average Price,2017 December,Striploin steak per kg,Euro,20.44
National Average Price,2017 December,Roast beef - topside or rib per kg,Euro,13.405
National Average Price,2017 December,Sliced / diced beef pieces per kg,Euro,10.799
National Average Price,2017 December,Pork loin chops per kg,Euro,7.78
National Average Price,2017 December,Pork steak per kg,Euro,9.238
National Average Price,2017 December,Lamb - whole leg / half leg per kg,Euro,11.576
National Average Price,2017 December,Lamb loin chops per kg,Euro,18.018
National Average Price,2017 December,Lamb gigot chops per kg,Euro,
National Average Price,2017 December,Uncooked chicken medium size 1.6kg,Euro,4.809
National Average Price,2017 December,Lamb's liver per kg,Euro,5.899
National Average Price,2017 December,Ham fillet per kg,Euro,5.564
National Average Price,2017 December,Cooked ham per kg,Euro,18.146
National Average Price,2017 December,Best back rashers per kg,Euro,9.643
National Average Price,2017 December,Pork sausages per kg,Euro,5.991
National Average Price,2017 December,Fresh fillet of whiting per kg,Euro,
National Average Price,2017 December,Fresh fillet of cod per kg,Euro,17.078
National Average Price,2017 December,Fresh salmon per kg,Euro,20.613
National Average Price,2017 December,Fresh fillet of plaice per kg,Euro,
National Average Price,2017 December,Fresh hake per kg,Euro,14.904
National Average Price,2017 December,Smoked salmon per kg,Euro,29.43
National Average Price,2017 December,Full fat milk per 2 litre,Euro,1.7
National Average Price,2017 December,Low fat milk per 1 litre,Euro,1.042
National Average Price,2017 December,Irish cheddar per kg,Euro,9.685
National Average Price,2017 December,Large eggs per half dozen,Euro,1.745
National Average Price,2017 December,Medium eggs per half dozen,Euro,1.447
National Average Price,2017 December,Butter per lb,Euro,3.014
National Average Price,2017 December,Grapes per kg,Euro,5.03
National Average Price,2017 December,Bananas per kg,Euro,1.411
National Average Price,2017 December,Tomatoes per kg,Euro,3.143
National Average Price,2017 December,Onions per kg,Euro,1.071
National Average Price,2017 December,Broccoli per kg,Euro,2.738
National Average Price,2017 December,Carrots per kg,Euro,1.208
National Average Price,2017 December,Mushrooms per kg,Euro,3.839
National Average Price,2017 December,Tomatoes tinned per 400g,Euro,0.874
National Average Price,2017 December,Potatoes 2.5 kg,Euro,3.23
National Average Price,2017 December,Potatoes 7.5 kg,Euro,5.479
National Average Price,2017 December,Potatoes 10 kg,Euro,
National Average Price,2017 December,White granulated sugar per 1 kg,Euro,1.305
National Average Price,2017 December,Jam per lb,Euro,1.109
National Average Price,2017 December,Marmalade per lb,Euro,1.908
National Average Price,2017 December,Tea bags per 80,Euro,2.798
National Average Price,2017 December,Orange juice per litre,Euro,1.406
National Average Price,2017 December,Whiskey - take home (70cl bottle),Euro,22.066
National Average Price,2017 December,Brandy - take home (70cl bottle),Euro,27.907
National Average Price,2017 December,Vodka - take home (70cl bottle),Euro,18.26
National Average Price,2017 December,Cream liqueur - take home (70cl bottle),Euro,12.341
National Average Price,2017 December,Wine - take home (75cl bottle),Euro,
National Average Price,2017 December,Cider - take home (50cl can),Euro,2.071
National Average Price,2017 December,Sherry - take home (75cl bottle),Euro,
National Average Price,2017 December,Lager - take home (50cl can),Euro,1.989
National Average Price,2017 December,Stout - take home (50cl can),Euro,2.26
National Average Price,2017 December,Filtered cigarettes per 20 pk,Euro,11.857
National Average Price,2017 December,Stout - draught bar (1 pint),Euro,4.489
National Average Price,2017 December,Lager - draught bar (1 pint),Euro,4.879
National Average Price,2017 December,Lager - bar (33cl bottle),Euro,4.798
National Average Price,2017 December,Cider - draught bar (1 pint),Euro,4.954
National Average Price,2017 December,Ale - draught bar (1 pint),Euro,4.539
National Average Price,2017 December,Cider - bar (33cl bottle),Euro,4.943
National Average Price,2017 December,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.466
National Average Price,2017 December,Whiskey - bar (single) per ½ glass,Euro,4.308
National Average Price,2017 December,Brandy - bar (single) per ½ glass,Euro,4.762
National Average Price,2017 December,Vodka - bar (single) per ½ glass,Euro,4.342
National Average Price,2017 December,Wine - bar (187ml bottle),Euro,
National Average Price,2017 December,Diesel per litre,Euro,1.27
National Average Price,2017 December,Petrol - unleaded per litre,Euro,1.378
National Average Price,2017 December,Cinema fee,Euro,9.672
National Average Price,2017 December,Nightclubs fee,Euro,9.144
National Average Price,2017 December,Gent's dry cut fee,Euro,12.436
National Average Price,2017 December,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2017 December,"Ladies' wash, cut and blow dry fee",Euro,39.299
National Average Price,2018 January,"White, self raising flour per 2 kg",Euro,2.338
National Average Price,2018 January,"Brown, wholemeal flour per 2 kg",Euro,2.84
National Average Price,2018 January,"Bread, white sliced pan, large (800g)",Euro,1.268
National Average Price,2018 January,"Bread, brown sliced pan, large (800g)",Euro,1.416
National Average Price,2018 January,Spaghetti per 500g,Euro,1.1
National Average Price,2018 January,Sirloin steak per kg,Euro,16.127
National Average Price,2018 January,Striploin steak per kg,Euro,20.429
National Average Price,2018 January,Roast beef - topside or rib per kg,Euro,13.598
National Average Price,2018 January,Sliced / diced beef pieces per kg,Euro,10.851
National Average Price,2018 January,Pork loin chops per kg,Euro,8.254
National Average Price,2018 January,Pork steak per kg,Euro,9.299
National Average Price,2018 January,Lamb - whole leg / half leg per kg,Euro,11.861
National Average Price,2018 January,Lamb loin chops per kg,Euro,16.657
National Average Price,2018 January,Lamb gigot chops per kg,Euro,
National Average Price,2018 January,Uncooked chicken medium size 1.6kg,Euro,4.739
National Average Price,2018 January,Lamb's liver per kg,Euro,5.912
National Average Price,2018 January,Ham fillet per kg,Euro,5.647
National Average Price,2018 January,Cooked ham per kg,Euro,17.841
National Average Price,2018 January,Best back rashers per kg,Euro,9.764
National Average Price,2018 January,Pork sausages per kg,Euro,6.073
National Average Price,2018 January,Fresh fillet of whiting per kg,Euro,
National Average Price,2018 January,Fresh fillet of cod per kg,Euro,17.551
National Average Price,2018 January,Fresh salmon per kg,Euro,21.181
National Average Price,2018 January,Fresh fillet of plaice per kg,Euro,
National Average Price,2018 January,Fresh hake per kg,Euro,16.419
National Average Price,2018 January,Smoked salmon per kg,Euro,30.619
National Average Price,2018 January,Full fat milk per 2 litre,Euro,1.7
National Average Price,2018 January,Low fat milk per 1 litre,Euro,1.038
National Average Price,2018 January,Irish cheddar per kg,Euro,9.611
National Average Price,2018 January,Large eggs per half dozen,Euro,1.728
National Average Price,2018 January,Medium eggs per half dozen,Euro,1.438
National Average Price,2018 January,Butter per lb,Euro,3.005
National Average Price,2018 January,Grapes per kg,Euro,4.997
National Average Price,2018 January,Bananas per kg,Euro,1.405
National Average Price,2018 January,Tomatoes per kg,Euro,3.097
National Average Price,2018 January,Onions per kg,Euro,1.058
National Average Price,2018 January,Broccoli per kg,Euro,2.667
National Average Price,2018 January,Carrots per kg,Euro,1.166
National Average Price,2018 January,Mushrooms per kg,Euro,3.955
National Average Price,2018 January,Tomatoes tinned per 400g,Euro,0.835
National Average Price,2018 January,Potatoes 2.5 kg,Euro,3.208
National Average Price,2018 January,Potatoes 7.5 kg,Euro,5.518
National Average Price,2018 January,Potatoes 10 kg,Euro,
National Average Price,2018 January,White granulated sugar per 1 kg,Euro,1.304
National Average Price,2018 January,Jam per lb,Euro,1.062
National Average Price,2018 January,Marmalade per lb,Euro,2.014
National Average Price,2018 January,Tea bags per 80,Euro,2.633
National Average Price,2018 January,Orange juice per litre,Euro,1.379
National Average Price,2018 January,Whiskey - take home (70cl bottle),Euro,26.304
National Average Price,2018 January,Brandy - take home (70cl bottle),Euro,31.241
National Average Price,2018 January,Vodka - take home (70cl bottle),Euro,19.053
National Average Price,2018 January,Cream liqueur - take home (70cl bottle),Euro,15.192
National Average Price,2018 January,Wine - take home (75cl bottle),Euro,
National Average Price,2018 January,Cider - take home (50cl can),Euro,2.071
National Average Price,2018 January,Sherry - take home (75cl bottle),Euro,
National Average Price,2018 January,Lager - take home (50cl can),Euro,1.993
National Average Price,2018 January,Stout - take home (50cl can),Euro,2.256
National Average Price,2018 January,Filtered cigarettes per 20 pk,Euro,11.866
National Average Price,2018 January,Stout - draught bar (1 pint),Euro,4.488
National Average Price,2018 January,Lager - draught bar (1 pint),Euro,4.882
National Average Price,2018 January,Lager - bar (33cl bottle),Euro,4.797
National Average Price,2018 January,Cider - draught bar (1 pint),Euro,4.956
National Average Price,2018 January,Ale - draught bar (1 pint),Euro,4.538
National Average Price,2018 January,Cider - bar (33cl bottle),Euro,4.946
National Average Price,2018 January,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.466
National Average Price,2018 January,Whiskey - bar (single) per ½ glass,Euro,4.309
National Average Price,2018 January,Brandy - bar (single) per ½ glass,Euro,4.761
National Average Price,2018 January,Vodka - bar (single) per ½ glass,Euro,4.343
National Average Price,2018 January,Wine - bar (187ml bottle),Euro,
National Average Price,2018 January,Diesel per litre,Euro,1.273
National Average Price,2018 January,Petrol - unleaded per litre,Euro,1.377
National Average Price,2018 January,Cinema fee,Euro,9.645
National Average Price,2018 January,Nightclubs fee,Euro,9.065
National Average Price,2018 January,Gent's dry cut fee,Euro,12.566
National Average Price,2018 January,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2018 January,"Ladies' wash, cut and blow dry fee",Euro,39.389
